query_id,query_text
128396207_caption_03,A man is wearing a blue jacket and a helmet and riding a black bicycle.
128396207_caption_04,A man in a blue shirt riding a bike down the street.
128479785_caption_00,"A young girl in a black shirt and a blue helmet is sitting on a quad, or four wheeler, with her right hand on the handlebars."
128479785_caption_01,A young girl wearing a blue helmet and flip-flops is sitting on a red four-wheeler.
128479785_caption_02,One young blond female on an old ATV by a pond.
128479785_caption_03,Child on a small motorbike near a small pond.
128479785_caption_04,Little girl wearing helmet on an ATV.
128479788_caption_00,Two little blond girls in helmets are sitting on a red ATV.
128479788_caption_01,Two young sisters pose while sitting on a big red quad.
128479788_caption_02,Sisters on a red four wheeler wanting to go for a ride.
128479788_caption_03,Two kids with blond-hair sit atop a four-wheeler.
128479788_caption_04,Two young girls sitting on an all terrain vehicle.
1287073593_caption_00,"Five sled dogs are pulling a person on a sled, through the snow."
1287073593_caption_01,A group of dogs pull a person on a dog sled up a hill.
1287073593_caption_02,Dogsled rider pulled past flags on snowy hill.
1287073593_caption_03,The man is mushing his dogs on a snow trail
1287073593_caption_04,Dogs pulling a sled in a sled race.
1287920676_caption_00,A white dog with red straps on it is looking back.
1287920676_caption_01,A white dog and a brown dog attached by harnesses.
1287920676_caption_02,The dogs are joined together with a red harness.
1287920676_caption_03,The dog has red straps in its back.
1287920676_caption_04,A snow dog in a red harness.
129846884_caption_00,A boy in blue jeans is playing with a toy car on the lawn.
129846884_caption_01,A boy pulling a red ride-on toy car on a grass field.
129846884_caption_02,A kid pulling a red push car toy on the grass.
129846884_caption_03,A little boy in blue is pulling a toy car.
129846884_caption_04,A young boy pulls a car toy up a hill.
1303157527_caption_00,A food vendor is standing on the sidewalk next to his food cart looking at a black woman walking by.
1303157527_caption_01,A man with a red apron and a white cook's hat is standing in front of his food cart.
1303157527_caption_02,A man sells food from a cart on the street while pedestrians walk past.
1303157527_caption_03,A mobile food station set up to serve patrons on the city streets.
1303157527_caption_04,People are walking by a food cart in the city.
131090759_caption_00,A man selling many wicker chairs is pulling a cart of them through the street.
131090759_caption_01,A man pulling a cart filled with many wooden chairs down a city street.
131090759_caption_02,A man pulls a wagon full of chairs behind him down a city street.
131090759_caption_03,A man is pulling a cart covered in chairs.
131090759_caption_04,This image with chairs is very blurry.
1317156_caption_00,An ice cream truck with an open door is driving through a residential neighborhood.
1317156_caption_01,An ice cream truck is stopped in front of two small apartment buildings.
1317156_caption_02,A man driving an ice cream truck past apartment buildings.
1317156_caption_03,An ice cream truck outside apartment buildings.
1317156_caption_04,An ice cream truck is driving down the street.
131840964_caption_00,A boy is standing on a sidewalk with his bike.
131840964_caption_01,A boy dressed in all black sits on his bike.
131840964_caption_02,A boy is on his bike on the sidewalk.
131840964_caption_03,Some kids playing near the street.
131840964_caption_04,Child's playing a bicycles
132935992_caption_00,A man's pants are falling down as he throws crates into a dumpster.
132935992_caption_01,A man in white dumping carts into the dumpster.
132935992_caption_02,A man in a white t-shirt cleaning up debris.
132935992_caption_03,A man throwing crates into a dumpster.
132935992_caption_04,A man placing boxes in the trash.
1332790049_caption_00,Various vendors selling produce in an eastern outdoor market.
1332790049_caption_01,Items are being sold in the open market by it's vendors.
1332790049_caption_02,A market selling bananas and other delicious fruit.
1332790049_caption_03,A marketplace with rolling carts selling fruits.
1332790049_caption_04,A crowded shopping area.
1335877186_caption_00,"A man holding a blue backpack, reading the paper, and a woman wearing a black coat wait for their train."
1335877186_caption_01,A man with a blue backpack reads the paper while waiting to board the subway.
1335877186_caption_02,A man reads the paper while waiting for the subway.
1335877186_caption_03,A man reading the paper waiting to get on subway.
1335877186_caption_04,A man reading a newspaper next to a train.
1341529446_caption_00,2 people one wearing a blue shirt the other orange taking a bike ride in the country with a beautiful orange sunset behind them.
1341529446_caption_01,Two bikers riding towards you with the sun setting or rising in the background.
1341529446_caption_02,Two people are riding their bikes on a country road as the sun is rising.
1341529446_caption_03,The sunshine behind a group of trees on a long rode.
1341529446_caption_04,2 people riding bikes during a sunset.
1351635108_caption_00,A man wearing shorts is preparing to hit a golf ball with his golf club.
1351635108_caption_01,A golfer prepares to take a shot on golf course surrounded by trees.
1351635108_caption_02,A man wearing a t-shirt and shorts is playing golf.
1351635108_caption_03,A man playing a round of golf at the golf course.
1351635108_caption_04,A white man in a blue shirt playing golf.
135426024_caption_00,Three workers in fluorescent orange clothing cleaning the subway tracks.
135426024_caption_01,Several men in orange work gear are standing in a subway.
135426024_caption_02,City workers are doing maintenance on a train track.
135426024_caption_03,Men in orange doing clean up beside of a subway.
135426024_caption_04,Workers are cleaning railroad tracks.
135436842_caption_00,Man in wheelchair is assisted in boarding the subway by a services employee.
135436842_caption_01,A subway employee is helping a man in a wheelchair onto the subway.
135436842_caption_02,Worker loading handicapped man in wheelchair onto a train.
135436842_caption_03,A man is loaded on to a train in a wheelchair.
135436842_caption_04,A man pushing a cart near the subway.
135515207_caption_00,A man in a camouflage shirt mows a small yard while another man and woman who are also performing yard work look on.
135515207_caption_01,"Three people on grass, one raking leaves, one mowing the lawn, another standing by a garbage bag."
135515207_caption_02,"While a man's mowing lawn, a man and a woman are helping him to clean up the backyard."
135515207_caption_03,Two young men and a woman doing yard work on a green lawn in front of a driveway.
135515207_caption_04,A man and a woman watching another man mow the lawn.
1355945307_caption_00,A red race car marked with the number seven is driven by a man in a blue and beige shirt.
1355945307_caption_01,The red car has the number seven on the side in a white circle.
1355945307_caption_02,The man is driving a small red race car around a track.
1355945307_caption_03,A man drives an old-fashioned red race car.
